NVC2.1_camp_name,year,loc_cow,targ_cow,NVC2.1_prim_meth,NVC2.1_total_part,NVC2.1_camp_structure,NVC2.1_sec_defect,NVC2.1_state_defect,NVC2.1_success,NVC2.1_camp_duration,NVC2.1_camp_goals,NVC2.1_progress
Pinochet-led rebels,1973,155,155,0,60000,1,1,1,1,1,0,4
Poland Anti-Communist I,1968,290,290,1,10001,0,0,0,0,1,1,5
Poland Anti-Communist II,1970,290,290,1,12000,0,0,0,0,1,1,5
Poland Worker uprising,1976,290,290,1,40000,0,0,0,1,1,1,4
Popular Democratic Army (UTO),1992,702,702,0,16000,1,1,1,0,6,2,1
Popular Democratic Army (UTO),1993,702,702,0,15000,1,-99,0,0,6,2,0
Popular Democratic Army (UTO),1994,702,702,0,1500,1,0,0,0,6,2,1
Popular Democratic Army (UTO),1995,702,702,0,4001,1,-99,0,0,6,2,0
Popular Democratic Army (UTO),1996,702,702,0,5000,1,0,0,0,6,2,2
Popular Democratic Army (UTO),1997,702,702,0,1001,1,0,0,0,6,2,5
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1964,698,698,0,800,1,-99,-99,0,13,0,0
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1965,698,698,0,1500,1,-99,-99,0,13,0,0
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1966,698,698,0,1500,1,1,-99,0,13,0,1
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1967,698,698,0,1500,1,1,-99,0,13,0,0
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1968,698,698,0,1500,1,-99,-99,0,13,0,0
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1969,698,698,0,1500,1,-99,-99,0,13,0,0
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1970,698,698,0,2000,1,1,1,0,13,0,3
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1971,698,698,0,1850,1,-99,-99,0,13,0,0
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1972,698,698,0,1800,1,-99,-99,0,13,0,0
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1973,698,698,0,3000,1,-99,-99,0,13,0,0
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1974,698,698,0,1500,1,-99,-99,0,13,0,0
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1975,698,698,0,1500,1,0,0,0,13,0,0
Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG),1976,698,698,0,600,1,0,0,0,13,0,5
Popular Movement for the Liberation of Angola,1961,540,235,0,-99,1,1,0,0,14,5,1
Popular Movement for the Liberation of Angola,1962,540,235,0,-99,1,1,0,0,14,5,2
Popular Movement for the Liberation of Angola,1963,540,235,0,3000,1,0,0,0,14,5,0
Popular Movement for the Liberation of Angola,1964,540,235,0,4000,1,0,0,0,14,5,0
Popular Movement for the Liberation of Angola,1965,540,235,0,-99,1,0,0,0,14,5,0
Popular Movement for the Liberation of Angola,1966,540,235,0,-99,1,0,0,0,14,5,1
Popular Movement for the Liberation of Angola,1967,540,235,0,-99,1,0,0,0,14,5,1
Popular Movement for the Liberation of Angola,1968,540,235,0,-99,1,0,0,0,14,5,0
Popular Movement for the Liberation of Angola,1969,540,235,0,4000,1,0,0,0,14,5,1
Popular Movement for the Liberation of Angola,1970,540,235,0,7000,1,0,0,0,14,5,2
Popular Movement for the Liberation of Angola,1971,540,235,0,5000,1,0,0,0,14,5,1
Popular Movement for the Liberation of Angola,1972,540,235,0,-99,1,0,0,0,14,5,0
Popular Movement for the Liberation of Angola,1973,540,235,0,7000,1,0,0,0,14,5,0
Popular Movement for the Liberation of Angola,1974,540,235,0,2600,1,0,0,1,14,5,4
Poznan Protests,1956,290,290,1,30000,0,0,0,0,1,0,5
Pro-French Nationalists,1960,220,220,0,500000,1,1,1,0,3,1,0
Pro-French Nationalists,1961,220,220,0,100000,1,1,1,0,3,1,0
Pro-French Nationalists,1962,220,220,0,10000,1,0,0,0,3,1,5
Public Against Violence,1989,317,317,1,70000,1,0,1,0,4,3,2
Public Against Violence,1990,317,317,1,10001,1,0,0,0,4,3,2
Public Against Violence,1991,317,317,1,-99,1,0,0,0,4,3,2
Public Against Violence,1992,317,317,1,-99,1,0,0,1,4,3,4
Sierra Leone Civil War,1991,451,451,0,1000,1,1,0,0,12,0,0
Sierra Leone Civil War,1992,451,451,0,1000,1,1,0,0,12,0,0
Sierra Leone Civil War,1993,451,451,0,1000,1,1,0,0,12,0,0
Sierra Leone Civil War,1994,451,451,0,1000,1,1,0,0,12,0,0
Sierra Leone Civil War,1995,451,451,0,2000,1,1,0,0,12,0,0
Sierra Leone Civil War,1996,451,451,0,5000,1,1,0,0,12,0,0
Sierra Leone Civil War,1997,451,451,0,14000,1,1,0,0,12,0,0
Sierra Leone Civil War,1998,451,451,0,4000,1,1,0,0,12,0,0
Sierra Leone Civil War,1999,451,451,0,45000,1,1,0,0,12,0,0
Sierra Leone Civil War,2000,451,451,0,16000,1,1,0,0,12,0,0
Sierra Leone Civil War,2001,451,451,0,8000,1,1,0,0,12,0,0
Sierra Leone Civil War,2002,451,451,0,-99,1,1,0,0,12,0,5
Renamo,1979,541,541,0,2000,0,1,0,0,14,0,0
Renamo,1980,541,541,0,4000,1,1,0,0,14,0,0
Renamo,1981,541,541,0,6000,1,0,0,0,14,0,0
Renamo,1982,541,541,0,12000,1,0,0,0,14,0,0
Renamo,1983,541,541,0,12000,1,0,0,0,14,0,0
Renamo,1984,541,541,0,16000,1,0,0,0,14,0,3
Renamo,1985,541,541,0,22500,1,0,0,0,14,0,0
Renamo,1986,541,541,0,22000,1,0,0,0,14,0,0
Renamo,1987,541,541,0,20000,1,0,0,0,14,0,0
Renamo,1988,541,541,0,22000,1,0,0,0,14,0,0
Renamo,1989,541,541,0,20000,1,0,0,0,14,0,3
Renamo,1990,541,541,0,20000,1,0,0,0,14,0,3
Renamo,1991,541,541,0,20000,1,0,0,0,14,0,3
Renamo,1992,541,541,0,21000,1,0,0,0,14,0,5
Revolutionary Armed Forces of Colombia and National Liberation Army,1964,100,100,0,-99,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1965,100,100,0,-99,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1966,100,100,0,650,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1967,100,100,0,700,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1968,100,100,0,500,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1969,100,100,0,180,1,0,1,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1970,100,100,0,-99,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1971,100,100,0,480,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1972,100,100,0,400,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1973,100,100,0,-99,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1974,100,100,0,99,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1975,100,100,0,-99,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1976,100,100,0,-99,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1977,100,100,0,-99,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1978,100,100,0,-99,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1979,100,100,0,-99,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1980,100,100,0,300,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1981,100,100,0,3000,1,1,1,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1982,100,100,0,3000,1,0,0,0,50,0,1
Revolutionary Armed Forces of Colombia and National Liberation Army,1983,100,100,0,1500,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1984,100,100,0,15500,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1985,100,100,0,15000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1986,100,100,0,11700,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1987,100,100,0,12750,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1988,100,100,0,11750,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1989,100,100,0,7000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1990,100,100,0,9000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1991,100,100,0,8000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1992,100,100,0,9000,1,0,0,0,50,0,2
Revolutionary Armed Forces of Colombia and National Liberation Army,1993,100,100,0,6000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1994,100,100,0,8200,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1995,100,100,0,8200,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1996,100,100,0,8200,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1997,100,100,0,10000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,1998,100,100,0,13500,1,0,0,0,50,0,1
Revolutionary Armed Forces of Colombia and National Liberation Army,1999,100,100,0,20000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2000,100,100,0,20000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2001,100,100,0,22000,1,-99,-99,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2002,100,100,0,21500,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2003,100,100,0,22000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2004,100,100,0,23000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2005,100,100,0,22000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2006,100,100,0,21500,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2007,100,100,0,22000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2008,100,100,0,22000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2009,100,100,0,14000,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2010,100,100,0,10500,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2011,100,100,0,10500,1,0,0,0,50,0,0
Revolutionary Armed Forces of Colombia and National Liberation Army,2012,100,100,0,11700,1,0,0,0,50,0,3
Revolutionary Armed Forces of Colombia and National Liberation Army,2013,100,100,0,11000,1,0,0,0,50,0,3
Rose Revolution,2003,372,372,1,30000,1,1,1,1,1,0,4
Royalists,1962,678,678,0,30000,0,0,0,0,8,0,0
Royalists,1963,678,678,0,-99,0,0,0,0,8,0,0
Royalists,1964,678,678,0,30000,0,0,0,0,8,0,0
Royalists,1965,678,678,0,220000,1,0,1,0,8,0,1
Royalists,1966,678,678,0,-99,0,-99,-99,0,8,0,1
Royalists,1967,678,678,0,50000,0,-99,-99,0,8,0,1
Royalists,1968,678,678,0,7000,0,-99,-99,0,8,0,0
Royalists,1969,678,678,0,-99,0,-99,-99,0,8,0,5
Russia pro-dem movement,1990,365,365,1,250000,0,0,1,0,2,2,3
Russia pro-dem movement,1991,365,365,1,300000,0,1,0,1,2,0,4
Rwandan independence,1956,517,517,0,-99,0,0,0,0,6,2,0
Rwandan independence,1957,517,517,0,-99,0,0,0,0,6,2,0
Rwandan independence,1958,517,517,0,-99,0,0,0,0,6,2,0
Rwandan independence,1959,517,517,0,15000,0,0,0,0,6,2,3
Rwandan independence,1960,517,517,0,-99,0,0,0,0,6,0,3
Rwandan independence,1961,517,517,0,-99,0,0,0,1,6,0,4
SPLA-Garang faction,1983,625,625,0,2500,1,1,0,0,23,0,0
SPLA-Garang faction,1984,625,625,0,15000,1,-99,0,0,23,0,0
SPLA-Garang faction,1985,625,625,0,15000,1,-99,0,0,23,0,0
SPLA-Garang faction,1986,625,625,0,20000,1,-99,0,0,23,0,0
SPLA-Garang faction,1987,625,625,0,20000,1,-99,0,0,23,0,0
SPLA-Garang faction,1988,625,625,0,30000,1,1,0,0,23,0,1
SPLA-Garang faction,1989,625,625,0,30000,1,-99,0,0,23,0,1
SPLA-Garang faction,1990,625,625,0,55000,1,-99,0,0,23,0,1
SPLA-Garang faction,1991,625,625,0,55000,1,-99,0,0,23,0,0
SPLA-Garang faction,1992,625,625,0,55000,1,-99,0,0,23,0,0
SPLA-Garang faction,1993,625,625,0,-99,1,-99,0,0,23,0,0
SPLA-Garang faction,1994,625,625,0,50000,1,-99,0,0,23,0,1
SPLA-Garang faction,1995,625,625,0,50000,1,-99,0,0,23,3,0
SPLA-Garang faction,1996,625,625,0,50000,1,-99,0,0,23,3,0
SPLA-Garang faction,1997,625,625,0,50000,1,1,0,0,23,0,1
SPLA-Garang faction,1998,625,625,0,50000,1,1,0,0,23,0,0
SPLA-Garang faction,1999,625,625,0,50000,1,1,0,0,23,0,0
SPLA-Garang faction,2000,625,625,0,50000,1,-99,0,0,23,0,0
SPLA-Garang faction,2001,625,625,0,50000,1,-99,0,0,23,0,0
SPLA-Garang faction,2002,625,625,0,30000,1,-99,0,0,23,0,2
SPLA-Garang faction,2003,625,625,0,30000,1,-99,0,0,23,0,0
SPLA-Garang faction,2004,625,625,0,30000,1,-99,0,0,23,0,0
SPLA-Garang faction,2005,625,625,0,30000,1,-99,0,0,23,0,5
SWAPO,1960,565,560,0,101,1,0,0,0,29,5,0
SWAPO,1961,565,560,0,101,1,0,0,0,29,5,0
SWAPO,1962,565,560,0,-99,1,0,0,0,29,5,0
SWAPO,1963,565,560,0,-99,1,0,0,0,29,5,0
SWAPO,1964,565,560,0,-99,1,0,0,0,29,5,0
SWAPO,1965,565,560,0,-99,1,0,0,0,29,5,0
SWAPO,1966,565,560,0,-99,1,0,0,0,29,5,0
SWAPO,1967,565,560,0,-99,1,0,0,0,29,5,0
SWAPO,1968,565,560,0,-99,1,0,0,0,29,5,0
SWAPO,1969,565,560,0,-99,1,0,0,0,29,5,0
SWAPO,1970,565,560,0,-99,1,0,0,0,29,5,0
SWAPO,1971,565,560,0,-99,1,0,0,0,29,5,0
SWAPO,1972,565,560,0,3500,1,0,0,0,29,5,0
SWAPO,1973,565,560,0,3500,1,0,0,0,29,5,0
SWAPO,1974,565,560,0,3500,1,0,0,0,29,5,3
SWAPO,1975,565,560,0,3500,1,0,0,0,29,5,3
SWAPO,1976,565,560,0,9999,1,0,0,0,29,5,2
SWAPO,1977,565,560,0,3700,1,0,0,0,29,5,2
SWAPO,1978,565,560,0,3000,1,0,0,0,29,5,2
SWAPO,1979,565,560,0,4500,0,0,0,0,29,5,0
SWAPO,1980,565,560,0,8000,1,0,0,0,29,5,0
SWAPO,1981,565,560,0,8000,1,0,0,0,29,5,3
SWAPO,1982,565,560,0,6000,1,0,0,0,29,5,0
SWAPO,1983,565,560,0,6000,1,0,0,0,29,5,0
SWAPO,1984,565,560,0,8000,1,0,0,0,29,5,0
SWAPO,1985,565,560,0,8500,1,0,0,0,29,5,0
SWAPO,1986,565,560,0,8400,1,0,0,0,29,5,0
SWAPO,1987,565,560,0,9000,1,0,0,0,29,5,0
SWAPO,1988,565,560,0,9000,1,0,0,1,29,5,4
Sacred Union,1991,490,490,0,80000,0,1,1,0,5,0,1
Sacred Union,1992,490,490,0,100001,0,1,0,0,5,0,1
Sacred Union,1993,490,490,0,3000000,0,1,0,0,5,0,0
Sacred Union,1994,490,490,0,200001,1,0,0,0,5,0,1
Sacred Union,1995,490,490,0,4500000,1,0,0,0,5,0,5
Sajudis/ Lithuanian pro-democracy movement/,1988,368,368,1,250000,1,0,1,0,4,3,1
Sajudis/ Lithuanian pro-democracy movement/,1989,368,368,1,150000,0,-99,-99,0,4,3,3
Sajudis/ Lithuanian pro-democracy movement/,1990,368,368,1,300000,0,0,1,0,4,3,3
Sajudis/ Lithuanian pro-democracy movement/,1991,368,368,1,500000,0,1,1,1,4,3,4
Salvadoran Civil Conflict,1977,92,92,1,-99,0,0,0,0,16,1,2
Salvadoran Civil Conflict,1978,92,92,1,-99,0,0,0,0,16,1,0
Salvadoran Civil Conflict,1979,92,92,1,2000,1,0,1,0,16,0,1
Salvadoran Civil Conflict,1980,92,92,0,8000,1,0,1,0,16,0,1
Salvadoran Civil Conflict,1981,92,92,0,5000,1,0,1,0,16,0,1
Salvadoran Civil Conflict,1982,92,92,0,9000,1,0,0,0,16,0,1
Salvadoran Civil Conflict,1983,92,92,0,8500,0,0,0,0,16,0,0
Salvadoran Civil Conflict,1984,92,92,0,10500,0,0,0,0,16,0,1
Salvadoran Civil Conflict,1985,92,92,0,6000,0,0,0,0,16,0,0
Salvadoran Civil Conflict,1986,92,92,0,6000,0,0,0,0,16,0,0
Salvadoran Civil Conflict,1987,92,92,0,6000,0,0,0,0,16,0,1
Salvadoran Civil Conflict,1988,92,92,0,6000,0,0,0,0,16,0,1
Salvadoran Civil Conflict,1989,92,92,0,7000,0,0,0,0,16,0,0
Salvadoran Civil Conflict,1990,92,92,0,8000,1,0,0,0,16,0,1
Salvadoran Civil Conflict,1991,92,92,0,7000,1,0,0,0,16,0,3
Salvadoran Civil Conflict,1992,92,92,0,8000,1,0,0,1,16,0,4
Second Hutu Rebellion,1988,516,516,0,2001,0,0,0,0,1,0,5
Second Khmer Rouge,1979,811,811,0,30000,1,-99,-99,0,19,5,0
Second Khmer Rouge,1980,811,811,0,35000,1,-99,-99,0,19,5,0
Second Khmer Rouge,1981,811,811,0,50000,1,0,0,0,19,5,0
Second Khmer Rouge,1982,811,811,0,40000,1,0,0,0,19,5,0
Second Khmer Rouge,1983,811,811,0,40000,1,0,0,0,19,5,0
Second Khmer Rouge,1984,811,811,0,40000,1,0,0,0,19,5,0
Second Khmer Rouge,1985,811,811,0,32500,1,0,0,0,19,5,1
Second Khmer Rouge,1986,811,811,0,35000,1,0,0,0,19,5,0
Second Khmer Rouge,1987,811,811,0,45000,1,0,0,0,19,5,2
Second Khmer Rouge,1988,811,811,0,35000,1,0,0,0,19,5,2
Second Khmer Rouge,1989,811,811,0,30000,1,-99,-99,0,19,0,3
Second Khmer Rouge,1990,811,811,0,30000,1,0,0,0,19,0,3
Second Khmer Rouge,1991,811,811,0,40000,1,0,0,0,19,0,3
Second Khmer Rouge,1992,811,811,0,35000,1,0,0,0,19,0,0
Second Khmer Rouge,1993,811,811,0,15000,1,0,0,0,19,0,0
Second Khmer Rouge,1994,811,811,0,9000,1,0,0,0,19,0,0
Second Khmer Rouge,1995,811,811,0,10000,1,0,0,0,19,0,0
Second Khmer Rouge,1996,811,811,0,7000,1,0,0,0,19,0,0
Second Khmer Rouge,1997,811,811,0,3500,1,0,0,0,19,0,5
Second People Power Movement,2000,840,840,1,50000,0,0,1,0,2,0,1
Second People Power Movement,2001,840,840,1,2000000,0,1,1,1,2,0,4
Sendero Luminoso (The Shining Path) Senderista Insurgency,1980,135,135,0,520,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1981,135,135,0,501,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1982,135,135,0,500,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1983,135,135,0,1000,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1984,135,135,0,2000,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1985,135,135,0,1750,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1986,135,135,0,3000,1,1,1,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1987,135,135,0,3000,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1988,135,135,0,5000,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1989,135,135,0,5000,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1990,135,135,0,5000,1,0,1,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1991,135,135,0,5000,1,0,1,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1992,135,135,0,6000,1,1,1,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1993,135,135,0,8000,1,1,1,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1994,135,135,0,5500,1,0,1,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1995,135,135,0,5500,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1996,135,135,0,3000,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1997,135,135,0,1500,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1998,135,135,0,1500,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,1999,135,135,0,1500,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2000,135,135,0,200,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2001,135,135,0,200,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2002,135,135,0,400,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2003,135,135,0,400,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2004,135,135,0,300,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2005,135,135,0,300,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2006,135,135,0,300,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2007,135,135,0,300,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2008,135,135,0,200,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2009,135,135,0,300,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2010,135,135,0,300,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2011,135,135,0,300,1,0,0,0,33,0,0
Sendero Luminoso (The Shining Path) Senderista Insurgency,2012,135,135,0,150,1,0,0,0,33,0,5
Serb militias,1991,346,346,0,-99,1,1,1,0,5,3,1
Serb militias,1992,346,346,0,100000,1,0,0,0,5,3,0
Serb militias,1993,346,346,0,80000,1,1,0,0,5,3,1
Serb militias,1994,346,346,0,80000,1,1,1,0,5,3,1
Serb militias,1995,346,346,0,80000,1,0,0,0,5,3,5
Shammar Tribe and pro-Western officers,1959,645,645,0,3001,1,1,0,0,1,0,5
Shanti Bahini,1976,771,771,0,9000,1,-99,-99,0,22,4,0
Shanti Bahini,1977,771,771,0,9000,1,-99,-99,0,22,4,0
Shanti Bahini,1978,771,771,0,9000,1,-99,-99,0,22,4,0
Shanti Bahini,1979,771,771,0,9000,1,-99,-99,0,22,4,0
Shanti Bahini,1980,771,771,0,9000,1,-99,-99,0,22,4,0
Shanti Bahini,1981,771,771,0,9000,1,-99,-99,0,22,4,0
Shanti Bahini,1982,771,771,0,500,1,-99,-99,0,22,4,0
Shanti Bahini,1983,771,771,0,3000,1,-99,-99,0,22,4,1
Shanti Bahini,1984,771,771,0,6000,1,-99,-99,0,22,4,1
Shanti Bahini,1985,771,771,0,9000,1,-99,-99,0,22,4,0
Shanti Bahini,1986,771,771,0,4000,1,-99,-99,0,22,4,0
Shanti Bahini,1987,771,771,0,3000,1,-99,-99,0,22,4,0
Shanti Bahini,1988,771,771,0,15000,-99,-99,-99,0,22,4,1
Shanti Bahini,1989,771,771,0,5000,1,-99,-99,0,22,4,0
Shanti Bahini,1990,771,771,0,6000,1,-99,-99,0,22,4,0
Shanti Bahini,1991,771,771,0,5000,1,-99,-99,0,22,4,0
Shanti Bahini,1992,771,771,0,5000,1,-99,-99,0,22,4,0
Shanti Bahini,1993,771,771,0,5000,1,-99,-99,0,22,4,0
Shanti Bahini,1994,771,771,0,3000,1,-99,-99,0,22,4,0
Shanti Bahini,1995,771,771,0,700,1,-99,-99,0,22,4,0
Shanti Bahini,1996,771,771,0,3000,1,-99,-99,0,22,4,0
Shanti Bahini,1997,771,771,0,1500,1,-99,-99,0,22,4,5
Shifta insurgency,1945,531,200,0,100,0,1,0,0,8,5,0
Shifta insurgency,1946,531,200,0,200,0,0,0,0,8,5,0
Shifta insurgency,1947,531,200,0,200,0,0,0,0,8,5,0
Shifta insurgency,1948,531,200,0,200,0,0,0,0,8,5,0
Shifta insurgency,1949,531,200,0,-99,0,0,0,0,8,5,0
Shifta insurgency,1950,531,200,0,2150,0,0,0,0,8,5,3
Shifta insurgency,1951,531,200,0,500,0,1,1,0,8,5,2
Shifta insurgency,1952,531,200,0,11,0,0,0,0,8,5,5
Shiite rebellion,1991,645,645,0,10001,0,1,1,0,1,0,5
Sikh insurgency,1984,750,750,0,3000,1,1,0,0,11,3,0
Sikh insurgency,1985,750,750,0,-99,1,1,0,0,11,3,1
Sikh insurgency,1986,750,750,0,20000,1,0,0,0,11,3,0
Sikh insurgency,1987,750,750,0,-99,1,0,0,0,11,3,0
Sikh insurgency,1988,750,750,0,-99,1,0,0,0,11,3,0
Sikh insurgency,1989,750,750,0,4600,1,0,0,0,11,3,0
Sikh insurgency,1990,750,750,0,6500,1,0,0,0,11,3,0
Sikh insurgency,1991,750,750,0,5000,1,0,0,0,11,3,0
Sikh insurgency,1992,750,750,0,1000,1,0,0,0,11,3,0
Sikh insurgency,1993,750,750,0,380,1,0,0,0,11,3,0
Sikh insurgency,1994,750,750,0,-99,1,0,0,0,11,3,5
Singing Revolution,1987,366,366,1,10000,0,0,1,0,5,4,0
Singing Revolution,1988,366,366,1,12000,0,0,0,0,5,4,1
Singing Revolution,1989,366,366,1,2000000,0,0,0,0,5,3,3
Singing Revolution,1990,366,366,1,1001,1,0,0,0,5,3,3
Singing Revolution,1991,366,366,1,-99,1,0,0,1,5,3,4
Slovenian Independence,1991,349,349,0,20000,1,1,0,1,1,3,4
Solidarity,1980,290,290,1,10000000,1,0,0,0,10,2,3
Solidarity,1981,290,290,1,10000000,1,0,0,0,10,2,0
Solidarity,1982,290,290,1,15000,1,0,0,0,10,2,0
Solidarity,1983,290,290,1,9500000,1,0,0,0,10,2,1
Solidarity,1984,290,290,1,250000,1,0,0,0,10,2,1
Solidarity,1985,290,290,1,50000,1,0,0,0,10,2,1
Solidarity,1986,290,290,1,50000,1,0,0,0,10,0,2
Solidarity,1987,290,290,1,11000,1,0,0,0,10,0,2
Solidarity,1988,290,290,1,59000,1,0,0,0,10,0,2
Solidarity,1989,290,290,1,110000,1,0,1,1,10,0,4
Somali rebels (Ogaden),1976,530,530,0,30000,1,0,0,0,8,3,0
Somali rebels (Ogaden),1977,530,530,0,22000,1,1,0,0,8,3,0
Somali rebels (Ogaden),1978,530,530,0,20000,1,0,0,0,8,3,0
Somali rebels (Ogaden),1979,530,530,0,20000,0,0,0,0,8,3,0
